"Model","GPRS","2G bands","Speed","3G bands","EDGE","Technology","Status","SIM","4G bands","Announced","Dimensions","Weight","Resolution","Multitouch","Type","Size","Chipset","OS","CPU","GPU","Internal","Card slot","Secondary","Video","Primary","Features","Loudspeaker","3.5mm jack","Alert types","WLAN","USB","Infrared port","Bluetooth","Radio","GPS","Messaging","Sensors","Java","Browser","Talk time","Stand-by","Music play","Price group","Colors","Battery life","Camera","Audio quality","Performance","Display","Phonebook","Call records","Games","SAR EU","SAR US","Protection","Keyboard","NFC"
"Xiaomi Redmi Note 2","HSPA, LTE","GSM 900 / 1800 / 1900 - SIM 1 & SIM 2","LTE band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)","HSDPA 850 / 900 / 1900 / 2100 ","Yes","GSM / HSPA / LTE","Available. Released 2015, August","Dual SIM (Micro-SIM, dual stand-by)"," TD-SCDMA","2015, August","152 x 76 x 8.3 mm (5.98 x 2.99 x 0.33 in)","160 g (5.64 oz)","1080 x 1920 pixels (~401 ppi pixel density)","Yes","IPS LCD capacitive touchscreen, 16M colors","5.5 inches (~72.2% screen-to-body ratio)","Mediatek MT6795 Helio X10","Android OS, v5.0 (Lollipop)","Octa-core 2.0 GHz Cortex-A53","PowerVR G6200","16 GB, 2 GB RAM - 2 GHz model","microSD, up to 32 GB - Chinese version only","5 MP, 720p","1080p@30fps, ","13 MP, 4128 x 3096 pixels, phase detection autofocus, LED flash, ","Geo-tagging, touch focus, face/smile detection, HDR, panorama","
","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 a/b/g/n/ac, dual-band, WiFi Direct, hotspot","microUSB v2.0, USB On-The-Go","Yes","v4.0, A2DP, LE","FM radio","Yes, with A-GPS, GLONASS, Beidou","SMS(threaded view), MMS, Email, Push Mail, IM","Accelerometer, gyro, proximity, compass","No","HTML5","Up to 144 h (3G)","Li-Po 3060 mAh battery","Up to 11 h 30 min (3G)","<a href=""#"">3/10</a>","White, blue, yellow, pink, mint green","
","
","
","
","
","","","","","","","",""
"Nokia 103","No","GSM 900 / 1800 ","","","No","GSM","Available. Released 2012, Q4","Mini-SIM","","2012, April","107.2 x 45.1 x 15.3 mm (4.22 x 1.78 x 0.60 in)","76.6 g (2.68 oz)","96 x 68 pixels (~87 ppi pixel density)","","Monochrome graphic","1.36 inches (~11.6% screen-to-body ratio)","","","","","","No","","","","","Yes","Yes","Vibration; Polyphonic(32)","No","No","","No","Stereo FM radio","No","SMS","","No","No","Up to 648 h","Li-Ion 800 mAh battery (BL-5CB)","","<a href=""#"">1/10</a>","Blue/Orange","","","","","","500 entries","Yes","Yes","
1.15 W/kg (head)     ","","","",""
"Samsung Galaxy S Duos 2 S7582","HSPA 21.1/5.76 Mbps","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 900 / 2100 - S7580, S7582","GSM 850 / 900 / 1800 / 1900 - S7580","Yes","GSM / HSPA","Available. Released 2013, December","Dual SIM, dual call (dual stand-by)","","2013, November","121.5 x 63.1 x 10.6 mm (4.78 x 2.48 x 0.42 in)","118 g (4.16 oz)","480 x 800 pixels (~233 ppi pixel density)","Yes, up to 2 fingers","TFT capacitive touchscreen, 16M colors","4.0 inches (~59.4% screen-to-body ratio)","BCM 28145/28155","Android OS, v4.2.2 (Jelly Bean)","Dual-core 1.2 GHz Cortex-A9","Broadcom VideoCore IV","4 GB, 768 MB RAM","microSD, up to 64 GB","VGA","720p@30fps","5 MP, 2592 х 1944 pixels, autofocus, LED flash","Geo-tagging","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","microUSB v2.0","","v4.0, A2DP","Stereo FM radio with RDS","Yes, with A-GPS, GLONASS","SMS (threaded view), MMS, Email, Push Email","Accelerometer, proximity, compass","No","HTML","Up to 280 h (3G)","Li-Ion 1500 mAh battery","","<a href=""#"">3/10</a>","White, Black","","","","","","","","","
0.59 W/kg (head)     0.42 W/kg (body)     ","
0.74 W/kg (head)     1.02 W/kg (body)     ","","",""
"Samsung Xcover 271","Class 10","GSM 850 / 900 / 1800 / 1900 ","Yes, 384 kbps","UMTS 900 / 2100 ","Class 10","GSM / UMTS","Available. Released 2010, October","Mini-SIM","","2010, September","120.7 x 53 x 17.9 mm (4.75 x 2.09 x 0.70 in)","115 g (4.06 oz)","240 x 320 pixels (~200 ppi pixel density)","","TFT, 256K colors","2.0 inches (~19.4% screen-to-body ratio)","","","","","30 MB","microSD","No","320p@15fps","2 MP, 1600 x 1200 pixels","","Yes","No","Vibration; Polyphonic(40), MP3 ringtones","No","Yes","","v2.0, A2DP","Stereo FM radio with RDS; FM recording","Yes, with A-GPS; Google Maps","SMS, MMS, Email, IM","Compass","Yes, MIDP 2.0","WAP 2.0/xHTML","Up to 600 h (2G) / Up to 500 h (3G)","Li-Ion 1300 mAh battery","","<a href=""#"">3/10</a>","Black, Blue","","","","","","Yes, Photocall","Yes","Yes + downloadable","
0.67 W/kg (head)     ","
0.47 W/kg (head)     1.12 W/kg (body)     ","","",""
"Acer Liquid Z200","HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional)","HSDPA 850 / 900 / 1900 / 2100 ","HSDPA 900 / 2100 ","Yes","GSM / HSPA","Available. Released 2014, September","Optional Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","","2014, June","126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in)","130 g (4.59 oz)","480 x 800 pixels (~233 ppi pixel density)","Yes","TFT capacitive touchscreen","4.0 inches (~55.6% screen-to-body ratio)","Mediatek MT6572M","Android OS, v4.4.2 (KitKat)","Dual-core 1 GHz Cortex-A7","Mali-400","4 GB, 512 MB RAM","microSD, up to 32 GB","No","Yes","2 MP, 1600 x 1200 pixels","Geo-tagging, smile detection, panorama","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, hotspot","microUSB v2.0","","v4.0, A2DP","FM radio","Yes, with A-GPS","SMS (threaded view), MMS, Email, Push Email","Accelerometer","No","HTML","","Li-Ion 1300 mAh battery","","<a href=""#"">2/10</a>","Titanium Black, Essential White, Fragrant Pink, Sky Blue, Sunshine Yellow","","","","","","","","","","","","",""
"Acer Liquid Z200","HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional)","HSDPA 850 / 900 / 1900 / 2100 ","HSDPA 900 / 2100 ","Yes","GSM / HSPA","Available. Released 2014, September","Optional Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","","2014, June","126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in)","130 g (4.59 oz)","480 x 800 pixels (~233 ppi pixel density)","Yes","TFT capacitive touchscreen","4.0 inches (~55.6% screen-to-body ratio)","Mediatek MT6572M","Android OS, v4.4.2 (KitKat)","Dual-core 1 GHz Cortex-A7","Mali-400","4 GB, 512 MB RAM","microSD, up to 32 GB","No","Yes","2 MP, 1600 x 1200 pixels","Geo-tagging, smile detection, panorama","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, hotspot","microUSB v2.0","","v4.0, A2DP","FM radio","Yes, with A-GPS","SMS (threaded view), MMS, Email, Push Email","Accelerometer","No","HTML","","Li-Ion 1300 mAh battery","","<a href=""#"">2/10</a>","Titanium Black, Essential White, Fragrant Pink, Sky Blue, Sunshine Yellow","","","","","","","","","","","","",""
"Acer Liquid Z200","HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional)","HSDPA 850 / 900 / 1900 / 2100 ","HSDPA 900 / 2100 ","Yes","GSM / HSPA","Available. Released 2014, September","Optional Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","","2014, June","126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in)","130 g (4.59 oz)","480 x 800 pixels (~233 ppi pixel density)","Yes","TFT capacitive touchscreen","4.0 inches (~55.6% screen-to-body ratio)","Mediatek MT6572M","Android OS, v4.4.2 (KitKat)","Dual-core 1 GHz Cortex-A7","Mali-400","4 GB, 512 MB RAM","microSD, up to 32 GB","No","Yes","2 MP, 1600 x 1200 pixels","Geo-tagging, smile detection, panorama","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, hotspot","microUSB v2.0","","v4.0, A2DP","FM radio","Yes, with A-GPS","SMS (threaded view), MMS, Email, Push Email","Accelerometer","No","HTML","","Li-Ion 1300 mAh battery","","<a href=""#"">2/10</a>","Titanium Black, Essential White, Fragrant Pink, Sky Blue, Sunshine Yellow","","","","","","","","","","","","",""
"Acer Liquid Z200","HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional)","HSDPA 850 / 900 / 1900 / 2100 ","HSDPA 900 / 2100 ","Yes","GSM / HSPA","Available. Released 2014, September","Optional Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","","2014, June","126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in)","130 g (4.59 oz)","480 x 800 pixels (~233 ppi pixel density)","Yes","TFT capacitive touchscreen","4.0 inches (~55.6% screen-to-body ratio)","Mediatek MT6572M","Android OS, v4.4.2 (KitKat)","Dual-core 1 GHz Cortex-A7","Mali-400","4 GB, 512 MB RAM","microSD, up to 32 GB","No","Yes","2 MP, 1600 x 1200 pixels","Geo-tagging, smile detection, panorama","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, hotspot","microUSB v2.0","","v4.0, A2DP","FM radio","Yes, with A-GPS","SMS (threaded view), MMS, Email, Push Email","Accelerometer","No","HTML","","Li-Ion 1300 mAh battery","","<a href=""#"">2/10</a>","Titanium Black, Essential White, Fragrant Pink, Sky Blue, Sunshine Yellow","","","","","","","","","","","","",""
"Acer Liquid Z200","HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional)","HSDPA 850 / 900 / 1900 / 2100 ","HSDPA 900 / 2100 ","Yes","GSM / HSPA","Available. Released 2014, September","Optional Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)","","2014, June","126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in)","130 g (4.59 oz)","480 x 800 pixels (~233 ppi pixel density)","Yes","TFT capacitive touchscreen","4.0 inches (~55.6% screen-to-body ratio)","Mediatek MT6572M","Android OS, v4.4.2 (KitKat)","Dual-core 1 GHz Cortex-A7","Mali-400","4 GB, 512 MB RAM","microSD, up to 32 GB","No","Yes","2 MP, 1600 x 1200 pixels","Geo-tagging, smile detection, panorama","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, hotspot","microUSB v2.0","","v4.0, A2DP","FM radio","Yes, with A-GPS","SMS (threaded view), MMS, Email, Push Email","Accelerometer","No","HTML","","Li-Ion 1300 mAh battery","","<a href=""#"">2/10</a>","Titanium Black, Essential White, Fragrant Pink, Sky Blue, Sunshine Yellow","","","","","","","","","","","","",""
"Alcatel OT 155","No","GSM 900 / 1800 ","","","","GSM","Discontinued","Mini-SIM","","2004, 1Q","100 x 46 x 21 mm (3.94 x 1.81 x 0.83 in)","85 g (3.00 oz)","- Downloadable logos","","Grayscale graphic","101 x 65 pixels","","","","","","No","","","","","No","No","Vibration; Downloadable polyphonic ringtones","No","","","No","No","No","SMS, EMS","","- Predictive text input","Bricks, Snake","Up to 220 h","Li-Ion battery","","","","","","","","","SIM Only","10 dialed, 10 received, 10 missed calls","No","","","","",""
"Alcatel OT 155","No","GSM 900 / 1800 ","","","","GSM","Discontinued","Mini-SIM","","2004, 1Q","100 x 46 x 21 mm (3.94 x 1.81 x 0.83 in)","85 g (3.00 oz)","- Downloadable logos","","Grayscale graphic","101 x 65 pixels","","","","","","No","","","","","No","No","Vibration; Downloadable polyphonic ringtones","No","","","No","No","No","SMS, EMS","","- Predictive text input","Bricks, Snake","Up to 220 h","Li-Ion battery","","","","","","","","","SIM Only","10 dialed, 10 received, 10 missed calls","No","","","","",""
"Alcatel OT 156","No","GSM 900 / 1800 ","","","","GSM","Discontinued","Mini-SIM","","2004, 1Q","101 x 46 x 20 mm (3.98 x 1.81 x 0.79 in)","80 g (2.82 oz)","- Downloadable logos","","LCD, 4096 colors","101 x 80 pixels","","","","","","No","","","","","No","No","Vibration; Downloadable polyphonic ringtones","No","","","No","No","No","SMS","","No","WAP 1.2.1","Up to 320 h","Li-Ion 720 mAh battery","","","","","","","","","100 fields","10 dialed, 10 received, 10 missed calls","3 - Snake, Bricks and Brain Activity","","","","",""
"Alcatel OT 156","No","GSM 900 / 1800 ","","","","GSM","Discontinued","Mini-SIM","","2004, 1Q","101 x 46 x 20 mm (3.98 x 1.81 x 0.79 in)","80 g (2.82 oz)","- Downloadable logos","","LCD, 4096 colors","101 x 80 pixels","","","","","","No","","","","","No","No","Vibration; Downloadable polyphonic ringtones","No","","","No","No","No","SMS","","No","WAP 1.2.1","Up to 320 h","Li-Ion 720 mAh battery","","","","","","","","","100 fields","10 dialed, 10 received, 10 missed calls","3 - Snake, Bricks and Brain Activity","","","","",""
"Apple iPad mini 2","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850) - A1490","GSM 850 / 900 / 1800 / 1900 ","CDMA2000 1xEV-DO ","CDMA 800 / 1900 ","LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 38(2600), 39(1900), 40(2300) - A1491","GSM / CDMA / HSPA / EVDO / LTE","Available. Released 2013, November","Nano-SIM","HSDPA 850 / 900 / 1900 / 2100 ","2013, October","200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in)","331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz)","1536 x 2048 pixels (~324 ppi pixel density)","Yes","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9 inches (~71.7% screen-to-body ratio)","Apple A7","iOS 7, upgradable to iOS 9.0.2","Dual-core 1.3 GHz Cyclone (ARM v8-based)","PowerVR G6430 (quad-core graphics)","16/32/64/128 GB, 1 GB RAM DDR3","No","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular","1080p@30fps, ","5 MP, 2592 х 1944 pixels, autofocus, ","Geo-tagging, touch focus, face/smile detection, HDR photo","
","Yes","N/A","Wi-Fi 802.11 a/b/g/n, dual-band","v2.0, reversible connector","","v4.0, A2DP, EDR","No","Yes, with A-GPS, GLONASS","iMessage, Email, Push Email, IM","Accelerometer, gyro, compass","No","HTML5 (Safari)","Up to 10 h (multimedia)","Non-removable Li-Po 6470 mAh battery (24.3 Wh)","","<a href=""#"">5/10</a>","Space Gray/Black, Silver/White","","
","
","
","
","","","","
0.99 W/kg (body)     ","
1.19 W/kg (body)     ","Oleophobic coating","",""
"Apple iPad mini 2","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850) - A1490","GSM 850 / 900 / 1800 / 1900 ","CDMA2000 1xEV-DO ","CDMA 800 / 1900 ","LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 38(2600), 39(1900), 40(2300) - A1491","GSM / CDMA / HSPA / EVDO / LTE","Available. Released 2013, November","Nano-SIM","HSDPA 850 / 900 / 1900 / 2100 ","2013, October","200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in)","331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz)","1536 x 2048 pixels (~324 ppi pixel density)","Yes","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9 inches (~71.7% screen-to-body ratio)","Apple A7","iOS 7, upgradable to iOS 9.0.2","Dual-core 1.3 GHz Cyclone (ARM v8-based)","PowerVR G6430 (quad-core graphics)","16/32/64/128 GB, 1 GB RAM DDR3","No","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular","1080p@30fps, ","5 MP, 2592 х 1944 pixels, autofocus, ","Geo-tagging, touch focus, face/smile detection, HDR photo","
","Yes","N/A","Wi-Fi 802.11 a/b/g/n, dual-band","v2.0, reversible connector","","v4.0, A2DP, EDR","No","Yes, with A-GPS, GLONASS","iMessage, Email, Push Email, IM","Accelerometer, gyro, compass","No","HTML5 (Safari)","Up to 10 h (multimedia)","Non-removable Li-Po 6470 mAh battery (24.3 Wh)","","<a href=""#"">5/10</a>","Space Gray/Black, Silver/White","","
","
","
","
","","","","
0.99 W/kg (body)     ","
1.19 W/kg (body)     ","Oleophobic coating","",""
"Apple iPad mini 2","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850) - A1490","GSM 850 / 900 / 1800 / 1900 ","CDMA2000 1xEV-DO ","CDMA 800 / 1900 ","LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 38(2600), 39(1900), 40(2300) - A1491","GSM / CDMA / HSPA / EVDO / LTE","Available. Released 2013, November","Nano-SIM","HSDPA 850 / 900 / 1900 / 2100 ","2013, October","200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in)","331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz)","1536 x 2048 pixels (~324 ppi pixel density)","Yes","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9 inches (~71.7% screen-to-body ratio)","Apple A7","iOS 7, upgradable to iOS 9.0.2","Dual-core 1.3 GHz Cyclone (ARM v8-based)","PowerVR G6430 (quad-core graphics)","16/32/64/128 GB, 1 GB RAM DDR3","No","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular","1080p@30fps, ","5 MP, 2592 х 1944 pixels, autofocus, ","Geo-tagging, touch focus, face/smile detection, HDR photo","
","Yes","N/A","Wi-Fi 802.11 a/b/g/n, dual-band","v2.0, reversible connector","","v4.0, A2DP, EDR","No","Yes, with A-GPS, GLONASS","iMessage, Email, Push Email, IM","Accelerometer, gyro, compass","No","HTML5 (Safari)","Up to 10 h (multimedia)","Non-removable Li-Po 6470 mAh battery (24.3 Wh)","","<a href=""#"">5/10</a>","Space Gray/Black, Silver/White","","
","
","
","
","","","","
0.99 W/kg (body)     ","
1.19 W/kg (body)     ","Oleophobic coating","",""
"Apple iPad mini 2","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850) - A1490","GSM 850 / 900 / 1800 / 1900 ","CDMA2000 1xEV-DO ","CDMA 800 / 1900 ","LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 38(2600), 39(1900), 40(2300) - A1491","GSM / CDMA / HSPA / EVDO / LTE","Available. Released 2013, November","Nano-SIM","HSDPA 850 / 900 / 1900 / 2100 ","2013, October","200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in)","331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz)","1536 x 2048 pixels (~324 ppi pixel density)","Yes","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9 inches (~71.7% screen-to-body ratio)","Apple A7","iOS 7, upgradable to iOS 9.0.2","Dual-core 1.3 GHz Cyclone (ARM v8-based)","PowerVR G6430 (quad-core graphics)","16/32/64/128 GB, 1 GB RAM DDR3","No","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular","1080p@30fps, ","5 MP, 2592 х 1944 pixels, autofocus, ","Geo-tagging, touch focus, face/smile detection, HDR photo","
","Yes","N/A","Wi-Fi 802.11 a/b/g/n, dual-band","v2.0, reversible connector","","v4.0, A2DP, EDR","No","Yes, with A-GPS, GLONASS","iMessage, Email, Push Email, IM","Accelerometer, gyro, compass","No","HTML5 (Safari)","Up to 10 h (multimedia)","Non-removable Li-Po 6470 mAh battery (24.3 Wh)","","<a href=""#"">5/10</a>","Space Gray/Black, Silver/White","","
","
","
","
","","","","
0.99 W/kg (body)     ","
1.19 W/kg (body)     ","Oleophobic coating","",""
"Apple iPad mini 2","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850) - A1490","GSM 850 / 900 / 1800 / 1900 ","CDMA2000 1xEV-DO ","CDMA 800 / 1900 ","LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 38(2600), 39(1900), 40(2300) - A1491","GSM / CDMA / HSPA / EVDO / LTE","Available. Released 2013, November","Nano-SIM","HSDPA 850 / 900 / 1900 / 2100 ","2013, October","200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in)","331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz)","1536 x 2048 pixels (~324 ppi pixel density)","Yes","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9 inches (~71.7% screen-to-body ratio)","Apple A7","iOS 7, upgradable to iOS 9.0.2","Dual-core 1.3 GHz Cyclone (ARM v8-based)","PowerVR G6430 (quad-core graphics)","16/32/64/128 GB, 1 GB RAM DDR3","No","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular","1080p@30fps, ","5 MP, 2592 х 1944 pixels, autofocus, ","Geo-tagging, touch focus, face/smile detection, HDR photo","
","Yes","N/A","Wi-Fi 802.11 a/b/g/n, dual-band","v2.0, reversible connector","","v4.0, A2DP, EDR","No","Yes, with A-GPS, GLONASS","iMessage, Email, Push Email, IM","Accelerometer, gyro, compass","No","HTML5 (Safari)","Up to 10 h (multimedia)","Non-removable Li-Po 6470 mAh battery (24.3 Wh)","","<a href=""#"">5/10</a>","Space Gray/Black, Silver/White","","
","
","
","
","","","","
0.99 W/kg (body)     ","
1.19 W/kg (body)     ","Oleophobic coating","",""
"Asus Zenfone 5 A501CG","Yes","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSPA 42.2/5.76 Mbps","HSDPA 850 / 900 / 1900 / 2100 ","Yes","GSM / HSPA","Available. Released 2015, January","Dual SIM (Micro-SIM, dual stand-by)","","2015, January","148.2 x 72.8 x 10.3 mm (5.83 x 2.87 x 0.41 in)","145 g (5.11 oz)","720 x 1280 pixels (~294 ppi pixel density)","Yes","IPS capacitive touchscreen, 16M colors","5.0 inches (~63.9% screen-to-body ratio)","Intel Atom Z2520","Android OS, v4.3 (Jelly Bean), upgradable to v5.0.2 (Lollipop)","Dual-core 1.2 GHz","PowerVR SGX544MP2","8 GB, 2 GB RAM","microSD, up to 64 GB","2 MP","1080p@30fps, 720p@60fps","8 MP, 3264 x 2448 pixels, autofocus, LED flash","Geo-tagging","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","microUSB v2.0","","v4.0, A2DP, EDR","FM radio","Yes, with A-GPS, GLONASS","SMS(threaded view), MMS, Email, Push Email, IM","Accelerometer, proximity, compass","No","HTML","Up to 353 h (3G)","Non-removable Li-Po 2110 mAh battery","","<a href=""#"">3/10</a>","Charcoal Black, Pearl White, Cherry Red","","","","","","","","","","","Corning Gorilla Glass 3","",""
"Asus Zenfone 5 Lite A502CG","Yes","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSPA 42.2/5.76 Mbps","HSDPA 850 / 900 / 1900 / 2100 ","Yes","GSM / HSPA","Available. Released 2014, November","Dual SIM (Micro-SIM, dual stand-by)","","2014, November","148.2 x 72.8 x 10.8 mm (5.83 x 2.87 x 0.43 in)","160 g (5.64 oz)","540 x 960 pixels (~220 ppi pixel density)","Yes","IPS capacitive touchscreen, 16M colors","5.0 inches (~63.9% screen-to-body ratio)","Intel Atom Z2520","Android OS, v4.4.2 (KitKat)","Dual-core 1.2 GHz","PowerVR SGX544MP2","1 GB RAM","microSD, up to 64 GB","","VGA","8 MP, 3264 x 2448 pixels, autofocus, LED flash","Geo-tagging, touch focus, face detection, panorama","Yes","Yes","Vibration; MP3, WAV ringtones","Wi-Fi 802.11 b/g/n, hotspot","microUSB v2.0","","v4.0, A2DP, EDR","To be confirmed","Yes, with A-GPS, GLONASS","SMS(threaded view), MMS, Email, Push Email, IM","Accelerometer, proximity, compass","No","HTML5","Up to 424 h (3G)","Non-removable Li-Po 2500 mAh battery","","<a href=""#"">2/10</a>","Charcoal Black, Pearl White, Cherry Red","","","","","","","","","","","Oleophobic coating","",""
"BlackBerry 8800","Yes","GSM 850 / 900 / 1800 / 1900 ","","","Yes","GSM","Discontinued","Mini-SIM","","2007, February","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","134 g (4.73 oz)","320 x 240 pixels (~160 ppi pixel density)","","65K colors","2.5 inches (~25.7% screen-to-body ratio)","","BlackBerry OS","32-bit Intel XScale PXA272 312 MHz","","64 MB, 16 MB RAM","microSD","","","","","Yes","No","Vibration; MP3, WAV ringtones","No","miniUSB","","v2.0","No","Yes","SMS, MMS, Email, Instant Messaging","","Yes","WAP 2.0/xHTML, HTML","Up to 530 h","Li-Ion battery","","<a href=""#"">3/10</a>","Silver","","","","","","","","","
0.91 W/kg (head)     0.43 W/kg (body)     ","
1.16 W/kg (head)     0.51 W/kg (body)     ","","QWERTY",""
"BlackBerry 8800","Yes","GSM 850 / 900 / 1800 / 1900 ","","","Yes","GSM","Discontinued","Mini-SIM","","2007, February","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","134 g (4.73 oz)","320 x 240 pixels (~160 ppi pixel density)","","65K colors","2.5 inches (~25.7% screen-to-body ratio)","","BlackBerry OS","32-bit Intel XScale PXA272 312 MHz","","64 MB, 16 MB RAM","microSD","","","","","Yes","No","Vibration; MP3, WAV ringtones","No","miniUSB","","v2.0","No","Yes","SMS, MMS, Email, Instant Messaging","","Yes","WAP 2.0/xHTML, HTML","Up to 530 h","Li-Ion battery","","<a href=""#"">3/10</a>","Silver","","","","","","","","","
0.91 W/kg (head)     0.43 W/kg (body)     ","
1.16 W/kg (head)     0.51 W/kg (body)     ","","QWERTY",""
"BlackBerry 8800","Yes","GSM 850 / 900 / 1800 / 1900 ","","","Yes","GSM","Discontinued","Mini-SIM","","2007, February","114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)","134 g (4.73 oz)","320 x 240 pixels (~160 ppi pixel density)","","65K colors","2.5 inches (~25.7% screen-to-body ratio)","","BlackBerry OS","32-bit Intel XScale PXA272 312 MHz","","64 MB, 16 MB RAM","microSD","","","","","Yes","No","Vibration; MP3, WAV ringtones","No","miniUSB","","v2.0","No","Yes","SMS, MMS, Email, Instant Messaging","","Yes","WAP 2.0/xHTML, HTML","Up to 530 h","Li-Ion battery","","<a href=""#"">3/10</a>","Silver","","","","","","","","","
0.91 W/kg (head)     0.43 W/kg (body)     ","
1.16 W/kg (head)     0.51 W/kg (body)     ","","QWERTY",""
